ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,Conversion_Rate
776553,22-08-2017,22-08-2017,936,115523,30-34,F,16,21,17,66765,8,11.04999971,1,0,0.011982326,1.381249964,12.5
776563,23-08-2017,23-08-2017,936,115525,30-34,F,7,9,13,1369,0,0,1,1,0,0,0
776579,23-08-2017,23-08-2017,936,115527,30-34,F,10,13,14,26910,5,7.229999781,1,0,0.018580453,1.445999956,20
776603,23-08-2017,23-08-2017,936,115531,30-34,F,2,3,6,506,0,0,1,0,0,0,0
776615,23-08-2017,23-08-2017,936,115533,45-49,M,63,66,68,11988,3,4.269999862,1,0,0.025025025,1.423333287,33.33333333
776623,23-08-2017,23-08-2017,936,115535,45-49,M,64,69,65,19353,6,9.4799999,1,1,0.031002945,1.579999983,16.66666667
776631,23-08-2017,23-08-2017,936,115536,40-44,M,29,35,33,10960,2,2.890000105,1,0,0.018248175,1.445000053,50
776643,23-08-2017,23-08-2017,936,115538,30-34,M,15,18,18,33491,6,10.56999969,2,1,0.017915261,1.761666615,33.33333333
776644,23-08-2017,23-08-2017,936,115538,30-34,M,15,21,20,20083,2,3.200000048,2,1,0.009958672,1.600000024,100
776659,23-08-2017,23-08-2017,936,115541,30-34,M,16,19,22,8817,0,0,1,1,0,0,0
776661,23-08-2017,23-08-2017,936,115541,30-34,M,16,18,22,15466,1,0.970000029,1,0,0.006465796,0.970000029,100
776662,22-08-2017,22-08-2017,936,115541,30-34,M,16,18,22,27072,3,4.370000005,1,0,0.01108156,1.456666668,33.33333333
776663,22-08-2017,22-08-2017,936,115541,30-34,M,16,19,22,15753,1,0.569999993,1,1,0.006347997,0.569999993,100
776668,22-08-2017,22-08-2017,936,115542,40-44,M,19,21,24,3523,1,1.809999943,1,1,0.028384899,1.809999943,100
776685,22-08-2017,22-08-2017,936,115545,40-44,M,16,22,17,7745,0,0,1,0,0,0,0
776686,22-08-2017,22-08-2017,936,115545,40-44,M,16,17,21,18709,2,3.319999933,1,0,0.010690042,1.659999967,50
776687,23-08-2017,23-08-2017,936,115545,40-44,M,16,20,20,8022,0,0,2,1,0,0,0
776696,22-08-2017,22-08-2017,936,115547,30-34,M,10,11,12,7966,1,1.179999948,1,1,0.012553352,1.179999948,100
776697,22-08-2017,22-08-2017,936,115547,30-34,M,10,14,13,4132,0,0,1,1,0,0,0
776698,22-08-2017,22-08-2017,936,115547,30-34,M,10,14,16,12785,3,4.730000019,2,1,0.023464998,1.576666673,66.66666667
776699,27-08-2017,27-08-2017,936,115547,30-34,M,10,16,16,8213,1,1.379999995,1,1,0.012175819,1.379999995,100
776722,27-08-2017,27-08-2017,936,115551,30-34,M,2,4,7,545,0,0,1,1,0,0,0
776725,22-08-2017,22-08-2017,936,115552,40-44,M,23,26,27,2479,1,1.25999999,1,0,0.040338846,1.25999999,100
776780,22-08-2017,22-08-2017,936,115561,40-44,M,2,4,3,3812,2,3.049999952,1,0,0.052465897,1.524999976,50
776793,22-08-2017,22-08-2017,936,115563,45-49,M,21,23,26,1609,0,0,1,0,0,0,0
776799,22-08-2017,22-08-2017,936,115564,45-49,M,20,22,26,10257,3,3.579999924,1,1,0.029248318,1.193333308,33.33333333
776817,22-08-2017,22-08-2017,936,115567,40-44,M,10,14,16,12356,4,6.279999971,1,0,0.032372936,1.569999993,25
776825,23-08-2017,23-08-2017,936,115568,45-49,M,18,23,20,7410,1,1.210000038,1,0,0.013495277,1.210000038,100
776829,23-08-2017,23-08-2017,936,115569,45-49,M,16,20,19,140098,28,46.63000011,1,0,0.01998601,1.665357147,3.571428571
776831,22-08-2017,22-08-2017,936,115569,45-49,M,16,18,20,107021,20,34.44000012,1,0,0.018687921,1.722000006,5
776840,22-08-2017,22-08-2017,936,115571,35-39,M,36,38,40,2797,1,1.289999962,1,0,0.035752592,1.289999962,100
776861,22-08-2017,22-08-2017,936,115574,45-49,M,7,9,12,16461,6,9.21999979,1,0,0.03644979,1.536666632,16.66666667
776892,30-08-2017,30-08-2017,936,115580,40-44,M,63,66,69,17488,5,7.719999909,1,0,0.028591034,1.543999982,20
776928,30-08-2017,30-08-2017,936,115586,35-39,M,10,11,15,9750,2,1.5,1,1,0.020512821,0.75,50
776935,30-08-2017,30-08-2017,936,115587,45-49,M,36,41,38,1136,0,0,1,1,0,0,0
777105,30-08-2017,30-08-2017,936,115615,45-49,M,63,67,67,4333,1,0.180000007,1,1,0.023078698,0.180000007,100
777130,30-08-2017,30-08-2017,936,115619,35-39,M,16,21,22,6260,0,0,1,0,0,0,0
777131,22-08-2017,22-08-2017,936,115619,35-39,M,16,19,21,6359,0,0,1,0,0,0,0
777166,30-08-2017,30-08-2017,936,115625,30-34,M,63,69,65,2383,0,0,1,1,0,0,0
777187,30-08-2017,30-08-2017,936,115629,40-44,M,27,31,28,11292,3,5.389999866,1,1,0.026567481,1.796666622,33.33333333
777198,30-08-2017,30-08-2017,936,115631,30-34,M,64,70,69,12729,4,5.779999852,1,0,0.031424307,1.444999963,25
777200,23-08-2017,23-08-2017,936,115631,30-34,M,64,69,70,1898,0,0,1,1,0,0,0
777201,23-08-2017,23-08-2017,936,115631,30-34,M,64,69,65,1882,0,0,1,1,0,0,0
777235,24-08-2017,24-08-2017,936,115637,30-34,M,65,66,67,2883,1,0.99000001,1,1,0.034686091,0.99000001,100
777248,24-08-2017,24-08-2017,936,115639,30-34,F,7,9,10,3989,1,1.279999971,1,0,0.02506894,1.279999971,100
777261,24-08-2017,24-08-2017,936,115641,40-44,M,29,31,34,19603,4,5.279999971,1,1,0.02040504,1.319999993,25
777382,25-08-2017,25-08-2017,936,115675,40-44,M,24,26,27,3047,1,1.379999995,1,0,0.032819166,1.379999995,100
777398,25-08-2017,25-08-2017,936,115677,35-39,M,24,27,30,3029,1,1.049999952,1,1,0.033014196,1.049999952,100
777410,25-08-2017,25-08-2017,936,115679,45-49,M,26,29,28,3490,1,1.340000033,1,1,0.028653295,1.340000033,100
777482,25-08-2017,25-08-2017,936,115691,45-49,M,28,32,32,2479,0,0,1,0,0,0,0
777495,25-08-2017,25-08-2017,936,115693,40-44,M,19,25,25,19581,7,10.42999983,2,0,0.03574894,1.489999976,28.57142857
777519,24-08-2017,24-08-2017,936,115697,45-49,M,29,34,32,19537,5,6.099999905,1,0,0.025592466,1.219999981,20
777625,24-08-2017,24-08-2017,936,115715,45-49,M,16,17,19,59433,12,19.65999949,3,0,0.020190803,1.638333291,25
777627,23-08-2017,23-08-2017,936,115715,45-49,M,16,17,19,157534,33,56.19000077,2,0,0.020947859,1.702727296,6.060606061
777638,23-08-2017,23-08-2017,936,115717,40-44,M,7,10,12,1781,0,0,1,1,0,0,0
777670,23-08-2017,23-08-2017,936,115723,40-44,M,16,19,19,23769,4,6.029999852,1,0,0.016828642,1.507499963,25
777673,23-08-2017,23-08-2017,936,115723,40-44,M,16,18,17,7101,0,0,1,0,0,0,0
777742,23-08-2017,23-08-2017,936,115735,35-39,M,64,69,68,4726,1,1.830000043,1,1,0.021159543,1.830000043,100
777758,24-08-2017,24-08-2017,936,115737,30-34,M,19,20,20,5209,1,0.959999979,2,0,0.019197543,0.959999979,200
777794,24-08-2017,24-08-2017,936,115743,30-34,M,18,23,24,13473,3,2.619999945,3,0,0.022266756,0.873333315,100
777816,23-08-2017,23-08-2017,936,115747,40-44,M,2,7,7,500,0,0,1,1,0,0,0
777871,23-08-2017,23-08-2017,936,115756,30-34,M,20,26,23,4616,1,1.360000014,1,0,0.021663778,1.360000014,100
777904,30-08-2017,30-08-2017,936,115762,30-34,M,31,32,33,3279,0,0,1,0,0,0,0
777905,30-08-2017,30-08-2017,936,115762,30-34,M,31,36,36,3288,0,0,1,0,0,0,0
778037,28-08-2017,28-08-2017,936,115784,35-39,M,27,29,28,14615,4,6.050000191,1,0,0.027369141,1.512500048,25
778048,28-08-2017,28-08-2017,936,115786,30-34,M,27,28,29,56615,12,19.88000035,2,0,0.021195796,1.656666696,16.66666667
778085,28-08-2017,28-08-2017,936,115792,30-34,M,26,32,31,11735,3,4.529999971,1,1,0.02556455,1.50999999,33.33333333
778087,28-08-2017,28-08-2017,936,115792,30-34,M,26,30,32,15910,5,6.779999852,1,0,0.031426776,1.35599997,20
778112,28-08-2017,28-08-2017,936,115796,35-39,M,29,33,35,11446,2,3.090000033,1,1,0.017473353,1.545000017,50
778113,28-08-2017,28-08-2017,936,115796,35-39,M,29,35,35,4595,0,0,1,0,0,0,0
778124,28-08-2017,28-08-2017,936,115798,30-34,M,29,34,32,4871,0,0,1,0,0,0,0
778148,28-08-2017,28-08-2017,936,115802,35-39,M,28,32,30,3199,0,0,1,0,0,0,0
778156,28-08-2017,28-08-2017,936,115804,30-34,M,28,32,31,9388,2,3.140000105,1,0,0.021303792,1.570000053,50
778161,27-08-2017,27-08-2017,936,115804,30-34,M,28,31,33,17954,6,7.5400002,2,1,0.033418737,1.2566667,33.33333333
778208,27-08-2017,27-08-2017,936,115812,40-44,F,29,32,32,2755,0,0,1,0,0,0,0
778264,27-08-2017,27-08-2017,936,115822,40-44,F,27,31,30,8152,1,0.99000001,1,0,0.012266928,0.99000001,100
778266,27-08-2017,27-08-2017,936,115822,40-44,F,27,32,28,74542,19,34.1500001,1,0,0.025488986,1.797368426,5.263157895
778421,27-08-2017,27-08-2017,936,115848,40-44,F,20,21,23,6699,2,3.090000033,1,0,0.029855202,1.545000017,50
778422,27-08-2017,27-08-2017,936,115848,40-44,F,20,25,24,11911,4,3.959999919,1,0,0.033582403,0.98999998,25
778461,27-08-2017,27-08-2017,936,115854,40-44,M,29,35,33,10090,2,2.650000095,1,1,0.019821606,1.325000048,50
778471,27-08-2017,27-08-2017,936,115856,30-34,M,32,35,36,1273,0,0,1,1,0,0,0
778483,27-08-2017,27-08-2017,936,115858,40-44,F,18,24,20,24188,5,8.179999828,1,0,0.020671407,1.635999966,20
778529,27-08-2017,27-08-2017,936,115866,30-34,M,31,35,33,2214,0,0,1,0,0,0,0
778556,28-08-2017,28-08-2017,936,115870,40-44,M,32,35,38,9735,4,4.130000114,1,1,0.041088855,1.032500029,25
778590,28-08-2017,28-08-2017,936,115876,30-34,M,30,36,36,1371,0,0,1,1,0,0,0
778600,29-08-2017,29-08-2017,936,115878,40-44,F,22,23,25,10750,4,5.389999866,1,0,0.037209302,1.347499967,25
778626,29-08-2017,29-08-2017,936,115882,30-34,M,29,33,35,7629,1,0.720000029,1,1,0.013107878,0.720000029,100
778628,29-08-2017,29-08-2017,936,115882,30-34,M,29,35,30,4608,0,0,1,0,0,0,0
778674,29-08-2017,29-08-2017,936,115890,35-39,M,29,31,30,3732,0,0,1,0,0,0,0
778689,30-08-2017,30-08-2017,936,115892,30-34,M,28,32,32,7453,1,1.679999948,1,1,0.013417416,1.679999948,100
778722,30-08-2017,30-08-2017,936,115898,35-39,F,64,70,67,41785,14,19.10000038,1,0,0.033504846,1.364285741,7.142857143
778737,30-08-2017,30-08-2017,936,115900,35-39,M,27,32,30,8077,2,3.579999924,1,1,0.024761669,1.789999962,50
778756,30-08-2017,30-08-2017,936,115904,35-39,F,63,65,65,5602,1,1.580000043,1,0,0.017850768,1.580000043,100
778804,30-08-2017,30-08-2017,936,115912,30-34,M,26,29,29,6184,2,2.75,1,1,0.032341527,1.375,50
778808,29-08-2017,29-08-2017,936,115912,30-34,M,26,28,29,1738,0,0,1,0,0,0,0
778964,29-08-2017,29-08-2017,936,115938,35-39,F,27,33,28,112460,25,41.29000068,1,0,0.022230126,1.651600027,4
779057,29-08-2017,29-08-2017,936,115954,40-44,M,15,21,21,4414,0,0,1,0,0,0,0
779106,28-08-2017,28-08-2017,936,115962,35-39,F,30,35,36,14670,7,9.410000324,1,0,0.047716428,1.344285761,14.28571429
779438,28-08-2017,28-08-2017,936,116031,30-34,F,64,66,69,33144,9,13.40999985,1,0,0.027154236,1.489999983,11.11111111
779453,29-08-2017,29-08-2017,936,116033,45-49,M,64,68,70,4397,1,0.949999988,1,0,0.022742779,0.949999988,100
779488,29-08-2017,29-08-2017,936,116039,45-49,M,65,68,69,1006,0,0,1,0,0,0,0
779573,29-08-2017,29-08-2017,936,116053,35-39,F,10,13,16,89527,24,32.28999996,1,0,0.026807555,1.345416665,4.166666667
779608,29-08-2017,29-08-2017,936,116059,35-39,F,15,18,16,2459,0,0,1,0,0,0,0
779609,29-08-2017,29-08-2017,936,116059,35-39,F,15,20,18,7116,2,1.730000019,1,1,0.028105677,0.86500001,50
779622,29-08-2017,29-08-2017,936,116061,30-34,F,15,18,17,8613,1,0.889999986,2,0,0.011610356,0.889999986,200
779631,19-08-2017,19-08-2017,936,116063,35-39,F,16,19,18,9730,1,1.379999995,1,0,0.010277492,1.379999995,100
779644,19-08-2017,19-08-2017,936,116065,30-34,F,16,20,20,51816,8,10.2299999,2,1,0.015439247,1.278749988,25
779645,22-08-2017,22-08-2017,936,116065,30-34,F,16,21,20,27289,3,4.429999828,1,0,0.010993441,1.476666609,33.33333333
779715,22-08-2017,22-08-2017,936,116077,30-34,F,29,32,33,20409,4,3.829999924,1,0,0.019599196,0.957499981,25
779716,22-08-2017,22-08-2017,936,116077,30-34,F,29,32,34,8044,1,1.110000014,1,0,0.012431626,1.110000014,100
779738,22-08-2017,22-08-2017,936,116081,30-34,F,28,32,33,15645,4,5.349999905,1,0,0.025567274,1.337499976,25
779778,22-08-2017,22-08-2017,936,116087,30-34,F,31,37,34,2466,0,0,2,2,0,0,0
779789,22-08-2017,22-08-2017,936,116089,45-49,M,10,14,13,11611,3,3.950000048,1,1,0.025837568,1.316666683,33.33333333
779824,22-08-2017,22-08-2017,936,116095,45-49,M,7,13,9,9375,3,4.019999981,1,0,0.032,1.339999994,33.33333333
779871,22-08-2017,22-08-2017,936,116103,30-34,F,32,37,34,4402,1,1.330000043,1,1,0.022716947,1.330000043,100
779918,22-08-2017,22-08-2017,936,116111,30-34,F,18,23,24,8469,2,3.089999914,1,0,0.023615539,1.544999957,50
779922,22-08-2017,22-08-2017,936,116111,30-34,F,18,22,24,5823,1,1.419999957,1,1,0.017173278,1.419999957,100
779944,21-08-2017,21-08-2017,936,116115,35-39,M,10,13,16,2549,0,0,1,0,0,0,0
779979,21-08-2017,21-08-2017,936,116121,35-39,M,16,17,21,25817,4,6.019999981,1,0,0.015493667,1.504999995,25
779995,21-08-2017,21-08-2017,936,116123,30-34,F,20,24,25,1961,0,0,1,0,0,0,0
780064,21-08-2017,21-08-2017,936,116135,30-34,F,22,24,25,2554,0,0,1,0,0,0,0
780104,21-08-2017,21-08-2017,936,116147,30-34,F,25,27,26,4971,1,1.230000019,1,1,0.020116677,1.230000019,100
780199,22-08-2017,22-08-2017,936,116163,35-39,F,23,28,27,1030,0,0,1,1,0,0,0
780318,22-08-2017,22-08-2017,936,116183,45-49,F,29,32,31,162341,56,77.07999969,3,0,0.034495291,1.376428566,5.357142857
780323,21-08-2017,21-08-2017,936,116183,45-49,F,29,35,34,24542,7,9.329999924,1,0,0.028522533,1.332857132,14.28571429
780486,21-08-2017,21-08-2017,936,116216,30-34,F,65,69,71,2879,0,0,1,1,0,0,0
780498,22-08-2017,22-08-2017,936,116218,30-34,F,64,65,68,13621,3,4.090000033,1,0,0.022024815,1.363333344,33.33333333
780511,23-08-2017,23-08-2017,936,116220,30-34,F,63,65,66,6175,1,1.370000005,2,1,0.016194332,1.370000005,200
780629,24-08-2017,24-08-2017,936,116240,30-34,F,28,34,34,2963,0,0,1,0,0,0,0
780653,24-08-2017,24-08-2017,936,116244,30-34,F,29,33,35,9076,1,1.379999995,1,1,0.01101807,1.379999995,100
780655,24-08-2017,24-08-2017,936,116244,30-34,F,29,33,34,20941,4,5.909999967,1,1,0.019101285,1.477499992,25
780666,24-08-2017,24-08-2017,936,116246,45-49,F,10,13,13,3462,0,0,1,0,0,0,0
780681,24-08-2017,24-08-2017,936,116248,30-34,F,26,29,29,4073,0,0,1,1,0,0,0
780700,18-08-2017,18-08-2017,936,116252,30-34,F,27,33,30,3745,0,0,1,0,0,0,0
780748,18-08-2017,18-08-2017,936,116265,30-34,F,24,26,28,830,0,0,1,0,0,0,0
780759,18-08-2017,18-08-2017,936,116267,45-49,F,18,24,22,2912,0,0,1,0,0,0,0
780760,24-08-2017,24-08-2017,936,116267,45-49,F,18,23,22,17167,5,6.910000086,1,0,0.029125648,1.382000017,20
780797,24-08-2017,24-08-2017,936,116273,30-34,F,22,25,25,24491,7,9.539999962,1,0,0.028581928,1.362857137,14.28571429
780799,23-08-2017,23-08-2017,936,116273,30-34,F,22,24,26,44699,13,17.30000037,2,0,0.029083425,1.330769259,15.38461538
780821,23-08-2017,23-08-2017,936,116277,30-34,F,23,24,25,6469,2,1.309999943,1,0,0.03091668,0.654999972,50
780830,23-08-2017,23-08-2017,936,116279,45-49,F,16,17,17,16053,3,4.079999924,1,1,0.018688096,1.359999975,33.33333333
780835,23-08-2017,23-08-2017,936,116279,45-49,F,16,21,21,54724,12,17.92999995,1,1,0.021928222,1.494166662,8.333333333
780867,23-08-2017,23-08-2017,936,116285,30-34,F,21,27,26,4706,1,1.220000029,1,0,0.021249469,1.220000029,100
780974,23-08-2017,23-08-2017,936,116303,40-44,F,32,38,36,8316,3,4.569999933,1,1,0.036075036,1.523333311,33.33333333
781066,23-08-2017,23-08-2017,936,116323,40-44,F,22,26,25,5794,2,2.269999981,1,0,0.034518467,1.134999991,50
781114,23-08-2017,23-08-2017,936,116331,40-44,F,18,24,22,4813,1,1.029999971,1,0,0.020777062,1.029999971,100
781159,23-08-2017,23-08-2017,936,116339,40-44,F,10,15,11,85285,26,36.13000035,1,0,0.030486017,1.389615398,3.846153846
781162,21-08-2017,21-08-2017,936,116339,40-44,F,10,11,13,5839,1,1.370000005,1,0,0.01712622,1.370000005,100
781175,21-08-2017,21-08-2017,936,116341,40-44,F,15,16,21,5859,1,1.539999962,1,0,0.017067759,1.539999962,100
781187,18-08-2017,18-08-2017,936,116343,40-44,F,16,22,19,164118,41,59.06999993,1,0,0.024982025,1.440731706,2.43902439
781195,18-08-2017,18-08-2017,936,116345,35-39,F,63,67,69,18234,6,7.810000062,1,0,0.032905561,1.301666677,16.66666667
781207,18-08-2017,18-08-2017,936,116347,35-39,F,64,67,70,2755,0,0,1,0,0,0,0
781303,19-08-2017,19-08-2017,936,116363,35-39,F,27,29,30,73676,20,28.5,1,0,0.027145882,1.425,5
781305,19-08-2017,19-08-2017,936,116363,35-39,F,27,30,28,18421,7,10.07999992,1,0,0.038000109,1.439999989,14.28571429
781327,19-08-2017,19-08-2017,936,116367,35-39,F,29,35,35,164754,49,67.97999978,2,1,0.029741311,1.387346934,4.081632653
781353,19-08-2017,19-08-2017,936,116371,35-39,F,10,13,15,7449,1,1.639999986,1,1,0.013424621,1.639999986,100
781354,19-08-2017,19-08-2017,936,116371,35-39,F,10,14,16,6424,1,0.529999971,1,0,0.015566625,0.529999971,100
781438,18-08-2017,18-08-2017,936,116385,30-34,M,63,65,68,2086,0,0,1,0,0,0,0
781470,18-08-2017,18-08-2017,936,116391,35-39,M,16,17,18,6016,0,0,1,0,0,0,0
781499,18-08-2017,18-08-2017,936,116395,35-39,M,15,21,20,6412,1,1.370000005,1,0,0.015595758,1.370000005,100
781508,24-08-2017,24-08-2017,936,116397,30-34,F,63,68,64,5040,1,1.440000057,1,0,0.01984127,1.440000057,100
781556,24-08-2017,24-08-2017,936,116405,30-34,F,32,37,36,1772,0,0,1,0,0,0,0
781559,18-08-2017,18-08-2017,936,116405,30-34,F,32,38,34,1783,0,0,1,0,0,0,0
781606,18-08-2017,18-08-2017,936,116413,35-39,M,20,21,24,8200,3,3.919999957,1,0,0.036585366,1.306666652,33.33333333
781690,18-08-2017,18-08-2017,936,116427,45-49,F,26,28,30,115896,38,49.44000006,1,0,0.032788017,1.301052633,2.631578947
781811,18-08-2017,18-08-2017,936,116447,35-39,F,16,17,22,10186,1,1.230000019,1,1,0.009817396,1.230000019,100
781857,18-08-2017,18-08-2017,936,116455,30-34,M,20,21,24,9134,3,4.180000067,2,0,0.032844318,1.393333356,66.66666667
781858,18-08-2017,18-08-2017,936,116455,30-34,M,20,25,22,3385,1,1.440000057,1,1,0.029542097,1.440000057,100
781907,19-08-2017,19-08-2017,936,116463,45-49,F,21,27,23,1314,0,0,1,0,0,0,0
781928,19-08-2017,19-08-2017,936,116467,30-34,M,18,21,22,2916,0,0,1,1,0,0,0
781929,20-08-2017,20-08-2017,936,116467,30-34,M,18,21,21,6142,1,1.330000043,1,0,0.016281342,1.330000043,100
781950,20-08-2017,20-08-2017,936,116471,30-34,F,20,26,21,1984,0,0,1,0,0,0,0
781999,20-08-2017,20-08-2017,936,116479,30-34,M,24,30,29,9142,3,3.749999881,1,0,0.032815576,1.24999996,33.33333333
782001,20-08-2017,20-08-2017,936,116479,30-34,M,24,30,28,5475,2,2.730000019,1,1,0.03652968,1.36500001,50
782022,20-08-2017,20-08-2017,936,116483,30-34,F,18,24,20,8254,2,2.320000052,1,1,0.024230676,1.160000026,50
782026,21-08-2017,21-08-2017,936,116483,30-34,F,18,24,20,5704,1,1.320000052,1,0,0.017531557,1.320000052,100
782130,21-08-2017,21-08-2017,936,116501,30-34,F,16,18,21,7301,0,0,1,0,0,0,0
782134,21-08-2017,21-08-2017,936,116501,30-34,F,16,19,21,37873,5,6.169999957,1,1,0.013202017,1.233999991,20
782135,20-08-2017,20-08-2017,936,116501,30-34,F,16,20,17,25267,4,4.940000057,2,1,0.015830926,1.235000014,50
782171,20-08-2017,20-08-2017,936,116507,30-34,F,30,31,32,535,0,0,1,0,0,0,0
782180,19-08-2017,19-08-2017,936,116509,30-34,M,29,34,30,3396,0,0,1,0,0,0,0
782219,19-08-2017,19-08-2017,936,116515,30-34,M,26,27,32,977,0,0,1,0,0,0,0
782228,19-08-2017,19-08-2017,936,116517,40-44,F,63,64,66,12318,5,6.340000153,1,1,0.040591005,1.268000031,20
782242,19-08-2017,19-08-2017,936,116519,30-34,F,28,34,31,4783,1,0.860000014,1,0,0.02090738,0.860000014,100
782275,19-08-2017,19-08-2017,936,116525,30-34,F,29,31,30,6475,1,1.350000024,1,0,0.015444015,1.350000024,100
782337,20-08-2017,20-08-2017,936,116535,45-49,F,16,18,19,104578,29,39.25000095,1,1,0.027730498,1.353448309,3.448275862
782407,20-08-2017,20-08-2017,936,116547,45-49,F,10,12,11,33664,11,12.51000035,1,0,0.032675856,1.137272759,9.090909091
782443,20-08-2017,20-08-2017,936,116553,40-44,F,20,25,24,979,0,0,1,0,0,0,0
782541,20-08-2017,20-08-2017,936,116569,40-44,F,28,29,30,7337,3,4.079999924,1,0,0.040888647,1.359999975,33.33333333
782587,18-08-2017,18-08-2017,936,116577,30-34,M,10,13,16,2499,0,0,1,0,0,0,0
782647,18-08-2017,18-08-2017,936,116587,40-44,F,27,33,30,11244,3,4.550000191,1,0,0.026680896,1.51666673,33.33333333
782658,23-08-2017,23-08-2017,936,116589,30-34,M,15,17,19,4827,0,0,1,0,0,0,0
782694,23-08-2017,23-08-2017,936,116595,35-39,F,29,31,35,29035,7,8.910000086,2,2,0.024108834,1.272857155,28.57142857
782706,23-08-2017,23-08-2017,936,116597,35-39,F,30,32,32,761,0,0,1,0,0,0,0
782754,23-08-2017,23-08-2017,936,116605,35-39,F,26,31,32,6532,1,1.610000014,1,0,0.015309247,1.610000014,100
782815,23-08-2017,23-08-2017,936,116615,40-44,F,10,16,15,11537,3,4.300000191,1,0,0.026003294,1.433333397,33.33333333
782816,23-08-2017,23-08-2017,936,116615,40-44,F,10,13,11,12183,3,2.869999945,1,0,0.024624477,0.956666648,33.33333333
782862,23-08-2017,23-08-2017,936,116623,35-39,F,64,70,67,5912,1,1.559999943,1,1,0.01691475,1.559999943,100
950068,23-08-2017,23-08-2017,936,123438,30-34,M,10,12,13,4012,1,1.570000052,1,0,0.024925224,1.570000052,100
950078,22-08-2017,22-08-2017,936,123440,30-34,M,16,22,17,12396,2,3.210000038,2,1,0.016134237,1.605000019,100
950079,22-08-2017,22-08-2017,936,123440,30-34,M,16,20,22,3142,0,0,2,2,0,0,0
950099,22-08-2017,22-08-2017,936,123443,30-34,M,18,23,23,1120,0,0,1,0,0,0,0
950109,22-08-2017,22-08-2017,936,123445,30-34,M,20,24,22,343,0,0,1,1,0,0,0
950170,22-08-2017,22-08-2017,936,123455,30-34,M,15,19,16,1720,0,0,1,1,0,0,0
950179,22-08-2017,22-08-2017,936,123457,30-34,M,16,22,19,3423,0,0,1,1,0,0,0
950182,22-08-2017,22-08-2017,936,123457,30-34,M,16,20,19,3242,0,0,1,0,0,0,0
950183,22-08-2017,22-08-2017,936,123457,30-34,M,16,22,19,15720,1,1.379999995,1,0,0.006361323,1.379999995,100
950200,22-08-2017,22-08-2017,936,123460,30-34,M,10,13,15,1217,0,0,1,1,0,0,0
950224,22-08-2017,22-08-2017,936,123464,40-44,M,20,21,23,2367,2,2.839999914,1,1,0.084495142,1.419999957,50
950326,22-08-2017,22-08-2017,936,123481,35-39,M,16,19,22,6607,1,1.320000052,2,0,0.015135462,1.320000052,200
950345,23-08-2017,23-08-2017,936,123484,30-34,M,64,66,65,616,0,0,1,0,0,0,0
950452,23-08-2017,23-08-2017,936,123502,45-49,M,16,22,22,5537,1,1.519999981,1,0,0.018060321,1.519999981,100
950463,19-08-2017,19-08-2017,936,123504,45-49,M,15,19,18,818,0,0,1,0,0,0,0
950495,19-08-2017,19-08-2017,936,123509,45-49,M,21,25,25,1909,1,0.980000019,1,0,0.052383447,0.980000019,100
950521,18-08-2017,18-08-2017,936,123514,30-34,M,21,27,25,351,0,0,1,0,0,0,0
950531,19-08-2017,19-08-2017,936,123515,45-49,M,22,24,26,572,0,0,1,0,0,0,0
950537,19-08-2017,19-08-2017,936,123516,40-44,M,36,41,40,1884,1,1.409999967,1,0,0.053078556,1.409999967,100
950550,19-08-2017,19-08-2017,936,123519,30-34,M,30,35,36,219,0,0,1,0,0,0,0
950577,19-08-2017,19-08-2017,936,123523,30-34,M,32,38,34,540,0,0,1,1,0,0,0
950578,19-08-2017,19-08-2017,936,123523,30-34,M,32,37,37,550,0,0,1,0,0,0,0
950595,18-08-2017,18-08-2017,936,123526,30-34,M,26,30,31,465,0,0,1,0,0,0,0
950609,18-08-2017,18-08-2017,936,123528,30-34,M,29,31,35,1761,0,0,1,1,0,0,0
950629,23-08-2017,23-08-2017,936,123532,30-34,M,65,67,68,152,0,0,1,1,0,0,0
950631,23-08-2017,23-08-2017,936,123532,30-34,M,65,70,70,152,0,0,1,1,0,0,0
950649,23-08-2017,23-08-2017,936,123535,30-34,M,64,67,70,429,0,0,1,0,0,0,0
950745,18-08-2017,18-08-2017,936,123551,30-34,M,29,32,31,1514,0,0,2,2,0,0,0
950770,18-08-2017,18-08-2017,936,123555,30-34,M,28,31,30,7780,3,4.329999924,2,2,0.038560411,1.443333308,66.66666667
950772,18-08-2017,18-08-2017,936,123556,35-39,M,28,30,33,460,0,0,1,0,0,0,0
950773,18-08-2017,18-08-2017,936,123556,35-39,M,28,29,32,471,0,0,1,0,0,0,0
950776,18-08-2017,18-08-2017,936,123556,35-39,M,28,29,32,2633,1,1.070000052,1,0,0.037979491,1.070000052,100
950787,18-08-2017,18-08-2017,936,123558,30-34,M,27,32,30,199,0,0,1,0,0,0,0
950808,22-08-2017,22-08-2017,936,123562,35-39,M,32,33,38,398,0,0,1,0,0,0,0
950839,22-08-2017,22-08-2017,936,123567,30-34,M,24,29,25,246,0,0,2,2,0,0,0
950878,19-08-2017,19-08-2017,936,123573,40-44,M,10,11,15,2967,1,1.5,1,1,0.033704078,1.5,100
950969,19-08-2017,19-08-2017,936,123588,45-49,M,36,38,40,255,0,0,1,0,0,0,0
